Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/login/login01,Edge Chromium 122,,,21-03-2024 14:54:45,21-03-2024 14:54:52,6.698s,PASSED
"openBrowser("""")",Edge Chromium 122,,,21-03-2024 14:54:45,21-03-2024 14:54:48,2.756s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Edge Chromium 122,,,21-03-2024 14:54:48,21-03-2024 14:54:49,0.738s,PASSED
"click(findTestObject(""Login/button_LOG IN""))",Edge Chromium 122,,,21-03-2024 14:54:49,21-03-2024 14:54:50,0.552s,PASSED
"setText(findTestObject(""Login/input_User Name_username""), strUsername)",Edge Chromium 122,,,21-03-2024 14:54:50,21-03-2024 14:54:50,0.942s,PASSED
"setEncryptedText(findTestObject(""Login/input_Password_password""), strPassword)",Edge Chromium 122,,,21-03-2024 14:54:50,21-03-2024 14:54:51,0.313s,PASSED
"click(findTestObject(""Login/button_Log In (1)""))",Edge Chromium 122,,,21-03-2024 14:54:51,21-03-2024 14:54:51,0.558s,PASSED
"verifyElementPresent(findTestObject(""SeeIfloged""), 1)",Edge Chromium 122,,,21-03-2024 14:54:51,21-03-2024 14:54:52,0.821s,PASSED
,,,,,,,
Test Cases/login/login01,Edge Chromium 122,,,21-03-2024 14:54:52,21-03-2024 14:54:59,6.811s,PASSED
"openBrowser("""")",Edge Chromium 122,,,21-03-2024 14:54:52,21-03-2024 14:54:55,2.809s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Edge Chromium 122,,,21-03-2024 14:54:55,21-03-2024 14:54:56,0.791s,PASSED
"click(findTestObject(""Login/button_LOG IN""))",Edge Chromium 122,,,21-03-2024 14:54:56,21-03-2024 14:54:56,0.536s,PASSED
"setText(findTestObject(""Login/input_User Name_username""), strUsername)",Edge Chromium 122,,,21-03-2024 14:54:56,21-03-2024 14:54:57,0.924s,PASSED
"setEncryptedText(findTestObject(""Login/input_Password_password""), strPassword)",Edge Chromium 122,,,21-03-2024 14:54:57,21-03-2024 14:54:58,0.324s,PASSED
"click(findTestObject(""Login/button_Log In (1)""))",Edge Chromium 122,,,21-03-2024 14:54:58,21-03-2024 14:54:58,0.570s,PASSED
"verifyElementPresent(findTestObject(""SeeIfloged""), 1)",Edge Chromium 122,,,21-03-2024 14:54:58,21-03-2024 14:54:59,0.842s,PASSED
,,,,,,,
Test Cases/login/login01,Edge Chromium 122,,,21-03-2024 14:54:59,21-03-2024 14:55:06,6.886s,PASSED
"openBrowser("""")",Edge Chromium 122,,,21-03-2024 14:54:59,21-03-2024 14:55:02,2.822s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Edge Chromium 122,,,21-03-2024 14:55:02,21-03-2024 14:55:03,0.859s,PASSED
"click(findTestObject(""Login/button_LOG IN""))",Edge Chromium 122,,,21-03-2024 14:55:03,21-03-2024 14:55:03,0.541s,PASSED
"setText(findTestObject(""Login/input_User Name_username""), strUsername)",Edge Chromium 122,,,21-03-2024 14:55:03,21-03-2024 14:55:04,0.912s,PASSED
"setEncryptedText(findTestObject(""Login/input_Password_password""), strPassword)",Edge Chromium 122,,,21-03-2024 14:55:04,21-03-2024 14:55:05,0.328s,PASSED
"click(findTestObject(""Login/button_Log In (1)""))",Edge Chromium 122,,,21-03-2024 14:55:05,21-03-2024 14:55:05,0.571s,PASSED
"verifyElementPresent(findTestObject(""SeeIfloged""), 1)",Edge Chromium 122,,,21-03-2024 14:55:05,21-03-2024 14:55:06,0.838s,PASSED
,,,,,,,
Test Cases/login/login01,Edge Chromium 122,,,21-03-2024 14:55:06,21-03-2024 14:55:13,6.847s,PASSED
"openBrowser("""")",Edge Chromium 122,,,21-03-2024 14:55:06,21-03-2024 14:55:09,2.817s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Edge Chromium 122,,,21-03-2024 14:55:09,21-03-2024 14:55:10,0.742s,PASSED
"click(findTestObject(""Login/button_LOG IN""))",Edge Chromium 122,,,21-03-2024 14:55:10,21-03-2024 14:55:10,0.543s,PASSED
"setText(findTestObject(""Login/input_User Name_username""), strUsername)",Edge Chromium 122,,,21-03-2024 14:55:10,21-03-2024 14:55:11,0.940s,PASSED
"setEncryptedText(findTestObject(""Login/input_Password_password""), strPassword)",Edge Chromium 122,,,21-03-2024 14:55:11,21-03-2024 14:55:11,0.317s,PASSED
"click(findTestObject(""Login/button_Log In (1)""))",Edge Chromium 122,,,21-03-2024 14:55:11,21-03-2024 14:55:12,0.584s,PASSED
"verifyElementPresent(findTestObject(""SeeIfloged""), 1)",Edge Chromium 122,,,21-03-2024 14:55:12,21-03-2024 14:55:13,0.884s,PASSED
